Host,cidade,UF,SLA,Latitude,Longitude
1057326,VITORIA,ES, Regioes Metropolitanas,-20.2883479,-40.3043176
644463,RIO DE JANEIRO,RJ, SP/RJ,-22.89414547,-43.25792302
894176,SAO PAULO,SP, SP/RJ,-23.5622961,-46.5517195
182320,CURITIBA,PR, MG/PR/MT,-25.40720943,-49.25580556
1024856,TERESINA,PI, Regioes Metropolitanas,-5.081259,-42.779227
1017837,CUIABA,MT, MG/PR/MT,-15.57649095,-56.08746625
1018795,TERESINA,PI, Regioes Metropolitanas,-5.086856,-42.802592
1023716,UBERLANDIA,MG, MG/PR/MT,-18.896877,-48.24692
1057525,SAO JOAO DE MERITI,RJ, SP/RJ,-22.794811,-43.362563
1038070,DESCALVADO,SP, SP/RJ,-21.902742,-47.617399
1108104,VALPARAISO DE GOIAS,GO, Demais Regioes,-16.057603,-47.982077
1088785,CAMPANHA,MG, MG/PR/MT,-21.839638,-45.403733
1056618,PORTO SEGURO,BA, Demais Regioes,-16.60284332,-39.12883201
1024400,DOURADOS,MS, Demais Regioes,-22.22715654,-54.80271261
1105766,CARLOPOLIS,PR, MG/PR/MT,-23.432766,-49.724357
1098963,ITABUNA,BA, Demais Regioes,-14.790477,-39.278122
881082,SAO BERNARDO DO CAMPO,SP, SP/RJ,-23.6542927,-46.56792431
1024010,BLUMENAU,SC, Demais Regioes,-26.8099418,-49.0894232
1025281,CURITIBA,PR, MG/PR/MT,-25.4831999,-49.2535468
1013099,SALVADOR,BA, Regioes Metropolitanas,-12.959337,-38.472526
1018755,MARIANA,MG, MG/PR/MT,-20.36582285,-43.41471108
1101104,ITABUNA,BA, Demais Regioes,-14.8207269,-39.308016
1031643,RIO DAS OSTRAS,RJ, SP/RJ,-22.504887,-41.988657
116335,BRUSQUE,SC, Demais Regioes,-27.085325,-48.912229
1006206,PRESIDENTE PRUDENTE,SP, SP/RJ,-22.143257,-51.410825
1023468,SAO GONCALO,RJ, SP/RJ,-22.87099862,-43.00423443
1017490,DUQUE DE CAXIAS,RJ, SP/RJ,-22.78527,-43.320037
1085574,TOBIAS BARRETO,SE, Demais Regioes,-11.184054,-37.999794
1061318,PETROLINA,PE, Demais Regioes,-9.381184,-40.531549
1028575,BETIM,MG, MG/PR/MT,-19.95849029,-44.07201719
1023707,SOBRAL,CE, Demais Regioes,-3.70984428,-40.41682982
1042451,PARAUAPEBAS,PA, Demais Regioes,-6.07871,-49.88531
1040171,MARIALVA,PR, MG/PR/MT,-23.49566909,-51.80146677
1038161,PANAMBI,RS, Demais Regioes,-28.290259,-53.507266
1023698,IMPERATRIZ,MA, Demais Regioes,-5.4822918,-47.474039
1031793,GUARATINGUETA,SP, SP/RJ,-22.802037,-45.203719
1086928,PALMAS,PR, MG/PR/MT,-26.4888798,-51.9985701
1038351,APERIBE,RJ, SP/RJ,-21.63771762,-42.09972094
21644,ITATIBA,SP, SP/RJ,-23.02901514,-46.74888952
1031142,NOVA ODESSA,SP, SP/RJ,-22.7901434,-47.2966173
1023260,NOVA SANTA RITA,RS, Regioes Metropolitanas,-29.864561,-51.251458
370517,ESPIGAO D OESTE,RO, Demais Regioes,-11.53121233,-61.01580929
1018381,BOM JESUS DO NORTE,ES, Demais Regioes,-21.13226659,-41.66036935
1038108,ITAPEJARA D OESTE,PR, MG/PR/MT,-25.97805221,-52.81355578
1013772,BELO HORIZONTE,MG, MG/PR/MT,-19.9127018,-43.9794759
1061792,Vitorino,PR, MG/PR/MT,-26.271404,-52.712101
120189,RECIFE,PE, Regioes Metropolitanas,-8.12469,-34.9018542
603759,BELO HORIZONTE,MG, MG/PR/MT,-19.965675,-43.997947
850543,SAO CRISTOVAO,SE, Regioes Metropolitanas,-10.955196,-37.223037
1044031,VILA LANGARO,RS, Demais Regioes,-28.14229719,-52.13134372
1047932,SAO GONCALO DO RIO ABAIXO,MG, MG/PR/MT,-19.822386,-43.367355
1042168,MOZARLANDIA,GO, Demais Regioes,-14.74714303,-50.57210597
1023162,PIRACICABA,SP, SP/RJ,-22.74035083,-47.65240183
1107020,CUIABA,MT, MG/PR/MT,-15.5837499,-56.09317449
1046284,RIO DE JANEIRO,RJ, SP/RJ,-22.89866913,-43.2387128
1023556,SANTOS,SP, SP/RJ,-23.94433183,-46.36753325
595233,GOIANIA,GO, Regioes Metropolitanas,-16.66812256,-49.30657924
23787,SAO PAULO,SP, SP/RJ,-23.6679869,-46.6779449
1023368,MANDIRITUBA,PR, MG/PR/MT,-25.781398,-49.325604
1060814,TATUI,SP, SP/RJ,-23.34707907,-47.86537608
1028410,FORTALEZA,CE, Demais Regioes,-3.766208,-38.496457
257826,ARARAQUARA,SP, SP/RJ,-21.77900605,-48.17956668
887226,SANTO ANDRE,SP, SP/RJ,-23.621104,-46.528168
1109446,INDAIATUBA,SP, SP/RJ,-23.101074,-47.197732
1028440,SAPUCAIA DO SUL,RS, Regioes Metropolitanas,-29.804209,-51.16663
364860,GOV EDISON LOBAO,MA, Demais Regioes,-5.74886392,-47.36022869
880108,SAO PAULO,SP, SP/RJ,-23.5342226,-46.6753731
1051792,COLATINA,ES, Regioes Metropolitanas,-19.523238,-40.637475
601551,BELO HORIZONTE,MG, MG/PR/MT,-19.88209428,-43.96020943
1030426,GUARULHOS,SP, SP/RJ,-23.47175,-46.533641
